mission_time,target_altitude,current_altitude,error,velocity_cmd,control_action,height_sonar,height_baro,velocity_z_measured,battery
28.105418920516968,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-148.21,0.06,43
28.155832052230835,1.5,1.7,-0.19999999999999996,-0.8,DESCEND,1.7,-148.39,0.07,43
28.203332901000977,1.5,1.7,-0.19999999999999996,-0.8,DESCEND,1.7,-148.39,0.07,43
28.261656045913696,1.5,1.63,-0.1299999999999999,-0.8,DESCEND,1.63,-148.45,0.07,43
28.310877084732056,1.5,1.63,-0.1299999999999999,-0.8,DESCEND,1.63,-148.45,0.07,43
28.358872890472412,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.45,0.07,43
28.40755796432495,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.45,0.07,43
28.453428983688354,1.5,1.47,0.030000000000000027,1.0,CLIMB,1.47,-148.48,0.07,43
28.502201080322266,1.5,1.47,0.030000000000000027,1.0,CLIMB,1.47,-148.48,0.07,43
28.550019025802612,1.5,1.4,0.10000000000000009,1.0,CLIMB,1.4,-148.65,0.07,43
28.609820127487183,1.5,1.4,0.10000000000000009,1.0,CLIMB,1.4,-148.65,0.07,43
28.65747594833374,1.5,1.32,0.17999999999999994,1.0,CLIMB,1.32,-148.61,0.07,43
28.707396984100342,1.5,1.32,0.17999999999999994,1.0,CLIMB,1.32,-148.61,0.07,43
28.755494117736816,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,0.04,43
28.803915977478027,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,0.04,43
28.854047060012817,1.5,1.25,0.25,1.0,CLIMB,1.25,-148.69,0.01,43
28.9065260887146,1.5,1.25,0.25,1.0,CLIMB,1.25,-148.69,0.01,43
28.953193187713623,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,-0.01,43
29.009505033493042,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,-0.01,43
29.05577301979065,1.5,1.31,0.18999999999999995,1.0,CLIMB,1.31,-148.67,-0.04,43
29.104238986968994,1.5,1.31,0.18999999999999995,1.0,CLIMB,1.31,-148.67,-0.04,43
29.1550350189209,1.5,1.38,0.1200000000000001,1.0,CLIMB,1.38,-148.57,-0.06,43
29.203695058822632,1.5,1.38,0.1200000000000001,1.0,CLIMB,1.38,-148.57,-0.06,43
29.252543926239014,1.5,1.46,0.040000000000000036,1.0,CLIMB,1.46,-148.46,-0.08,43
29.30010199546814,1.5,1.46,0.040000000000000036,1.0,CLIMB,1.46,-148.46,-0.08,43
29.357749938964844,1.5,1.56,-0.06000000000000005,-0.8,DESCEND,1.56,-148.5,-0.09,43
29.406963109970093,1.5,1.56,-0.06000000000000005,-0.8,DESCEND,1.56,-148.5,-0.09,43
29.458308935165405,1.5,1.67,-0.16999999999999993,-0.8,DESCEND,1.67,-148.33,-0.1,43
29.506839990615845,1.5,1.67,-0.16999999999999993,-0.8,DESCEND,1.67,-148.33,-0.1,43
29.55654788017273,1.5,1.67,-0.16999999999999993,-0.8,DESCEND,1.67,-148.33,-0.1,43
29.605517864227295,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-148.32,-0.1,43
29.655743837356567,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-148.32,-0.1,43
29.705399990081787,1.5,1.87,-0.3700000000000001,-0.8,DESCEND,1.87,-148.21,-0.09,43
29.756196975708008,1.5,1.87,-0.3700000000000001,-0.8,DESCEND,1.87,-148.21,-0.09,43
29.803322076797485,1.5,1.94,-0.43999999999999995,-0.8,DESCEND,1.94,-148.14,-0.06,42
29.854303121566772,1.5,1.94,-0.43999999999999995,-0.8,DESCEND,1.94,-148.14,-0.06,42
29.903321027755737,1.5,1.98,-0.48,-0.8,DESCEND,1.98,-148.05,-0.02,42
29.951142072677612,1.5,1.98,-0.48,-0.8,DESCEND,1.98,-148.05,-0.02,42
